pdf_procedure_id,raw_name,source_page,source_text_snippet
tosp_sb845m,"MUSCLE (LOWER LIMB), VARIOUS LESIONS, MARGINAL EXCISION",27,"SB845M MUSCLE (LOWER LIMB), VARIOUS LESIONS, MARGINAL EXCISION"
tosp_sb846m,"MUSCLE (LOWER LIMB), VARIOUS LESIONS, WIDE EXCISION",27,"SB846M MUSCLE (LOWER LIMB), VARIOUS LESIONS, WIDE EXCISION"
tosp_sb847m,"LOWER LIMB, MUSCLE (QUADRICEPS)/TENDON (INCLUDING PATELLAR TENDON), DISRUPTION, REPAIR OR RECONSTRUCTION",27,"SB847M LOWER LIMB, MUSCLE (QUADRICEPS)/TENDON (INCLUDING PATELLAR TENDON), DISRUPTION, REPAIR OR RECONSTRUCTION"
tosp_sb848m,"MUSCLE (UPPER LIMB), DEEP ABSCESS, INCISION AND DRAINAGE",27,"SB848M MUSCLE (UPPER LIMB), DEEP ABSCESS, INCISION AND DRAINAGE"
tosp_sb849m,"MUSCLE (UPPER LIMB), RUPTURE, REPAIR",27,"SB849M MUSCLE (UPPER LIMB), RUPTURE, REPAIR"
tosp_sb850m,"MUSCLE (UPPER LIMB), VARIOUS LESIONS, MARGINAL EXCISION",27,"SB850M MUSCLE (UPPER LIMB), VARIOUS LESIONS, MARGINAL EXCISION"
tosp_sb851m,"MUSCLE (UPPER LIMB), VARIOUS LESIONS, WIDE EXCISION",27,"SB851M MUSCLE (UPPER LIMB), VARIOUS LESIONS, WIDE EXCISION"
tosp_sb852m,"MUSCULOSKELETAL SYSTEM, VARIOUS LESIONS, FREE COMPOSITE TISSUE GRAFT",27,"SB852M MUSCULOSKELETAL SYSTEM, VARIOUS LESIONS, FREE COMPOSITE TISSUE GRAFT"
tosp_sb853m,"MUSCULOSKELETAL SYSTEM, VARIOUS LESIONS, STEINMAN PINS INSERTION",27,"SB853M MUSCULOSKELETAL SYSTEM, VARIOUS LESIONS, STEINMAN PINS INSERTION"
tosp_sc700a,AUTOFLUORESCENCE/ NARROW BAND IMAGING (NBI) BRONCHOSCOPY,34,SC700A AUTOFLUORESCENCE/ NARROW BAND IMAGING (NBI) BRONCHOSCOPY
tosp_sc700b,"LUNG, BRONCHOSCOPY, INSERTION OF PROSTHESIS6",34,"SC700B LUNG, BRONCHOSCOPY, INSERTION OF PROSTHESIS6"
tosp_sc700l,"LARYNX, LARYNGEAL MASK AIRWAY",34,"SC700L LARYNX, LARYNGEAL MASK AIRWAY"
tosp_sc700t,"THORAX, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE/CATHETER ADJUSTMENT/CHECK TUBE",35,"SC700T THORAX, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE/CATHETER ADJUSTMENT/CHECK TUBE"
tosp_sc701l,"LUNG, VARIOUS LESIONS, PNEUMONECTOMY/LOBECTOMY/SEGMENTAL RESECTION",34,"SC701L LUNG, VARIOUS LESIONS, PNEUMONECTOMY/LOBECTOMY/SEGMENTAL RESECTION"
tosp_sc701t,"THORAX, COASTAL CARTILAGE, HARVEST AND CREATION OF EAR CARTILAGE FRAMEWORK",35,"SC701T THORAX, COASTAL CARTILAGE, HARVEST AND CREATION OF EAR CARTILAGE FRAMEWORK"
tosp_sc702b,"BRONCHUS/LUNG, TRANSBRONCHIAL NEEDLE ASPIRATION OF MEDIASTINAL LYMPH NODES, WITH OR WITHOUT ENDOBRONCHIAL ULTRASOUND (EBUS)",34,"SC702B BRONCHUS/LUNG, TRANSBRONCHIAL NEEDLE ASPIRATION OF MEDIASTINAL LYMPH NODES, WITH OR WITHOUT ENDOBRONCHIAL ULTRASOUND (EBUS)"
tosp_sc702l,"LUNG, MASSIVE HEMOPTYSIS, BRONCHIAL ARTERY EMBOLISATION",34,"SC702L LUNG, MASSIVE HEMOPTYSIS, BRONCHIAL ARTERY EMBOLISATION"
tosp_sc702p,"LUNG, PULMONARY ENDARTERECTOMY WITH CARDIOPULMONARY BYPASS",34,"SC702P LUNG, PULMONARY ENDARTERECTOMY WITH CARDIOPULMONARY BYPASS"
tosp_sc702t,"THORAX, EVACUATION OF RETAINED HAEMOTHORAX",35,"SC702T THORAX, EVACUATION OF RETAINED HAEMOTHORAX"
tosp_sc703b,"BRONCHUS/LUNG, BRONCHOSCOPY WITH/WITHOUT BIOPSY",34,"SC703B BRONCHUS/LUNG, BRONCHOSCOPY WITH/WITHOUT BIOPSY"
tosp_sc703l,"LUNG, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, SIMPLE (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)",34,"SC703L LUNG, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, SIMPLE (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)"
tosp_sc703t,"THORAX, MEDIASTINUM, MEDIASTINOSCOPY WITH/WITHOUT BIOPSY",35,"SC703T THORAX, MEDIASTINUM, MEDIASTINOSCOPY WITH/WITHOUT BIOPSY"
tosp_sc704b,"BRONCHUS/LUNG, BRONCHOSCOPY WITH BIOPSY, BRONCHOALVEOLAR LAVAGE",34,"SC704B BRONCHUS/LUNG, BRONCHOSCOPY WITH BIOPSY, BRONCHOALVEOLAR LAVAGE"
tosp_sc704l,"LUNG, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, COMPLEX (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)",34,"SC704L LUNG, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, COMPLEX (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)"
tosp_sc704t,"THORAX, PLEURAL EFFUSION, BIOPSY",35,"SC704T THORAX, PLEURAL EFFUSION, BIOPSY"
tosp_sc705b,"BRONCHUS/LUNG, BRONCHOSCOPY, BLIND TRANSBRONCHIAL LUNG BIOPSY FOR DIFFUSE DISEASE",34,"SC705B BRONCHUS/LUNG, BRONCHOSCOPY, BLIND TRANSBRONCHIAL LUNG BIOPSY FOR DIFFUSE DISEASE"
tosp_sc705t,"THORAX, RESUSCITATIVE TRAUMA THORACOTOMY (HAEMOSTASIS, DAMAGE CONTROL, ORGAN REPAIR)",35,"SC705T THORAX, RESUSCITATIVE TRAUMA THORACOTOMY (HAEMOSTASIS, DAMAGE CONTROL, ORGAN REPAIR)"
tosp_sc706b,"BRONCHUS/LUNG, BRONCHOSCOPY, TARGETED TRANSBRONCHIAL LUNG BIOPSY FOR FOCAL LESIONS (IMAGING-GUIDED)",34,"SC706B BRONCHUS/LUNG, BRONCHOSCOPY, TARGETED TRANSBRONCHIAL LUNG BIOPSY FOR FOCAL LESIONS (IMAGING-GUIDED)"
tosp_sc706t,"THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (>3 RIBS)",35,"SC706T THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (>3 RIBS)"
tosp_sc707b,"BRONCHUS/LUNG, BRONCHOSCOPY, WITH DILATATION OF TRACHEAL AND BRONCHIAL STRICTURE",34,"SC707B BRONCHUS/LUNG, BRONCHOSCOPY, WITH DILATATION OF TRACHEAL AND BRONCHIAL STRICTURE"
tosp_sc707t,"THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (1 - 3 RIBS)",35,"SC707T THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (1 - 3 RIBS)"
tosp_sc708t,"THORAX, PERICARDIAL WINDOW CREATION",35,"SC708T THORAX, PERICARDIAL WINDOW CREATION"
tosp_sc709t,"THORAX, MIS DECORTICATION",35,"SC709T THORAX, MIS DECORTICATION"
tosp_sc710t,"THORAX, MIS PLEURODESIS BILATERAL",35,"SC710T THORAX, MIS PLEURODESIS BILATERAL"
tosp_sc711t,"THORAX, MIS THYMECTOMY",35,"SC711T THORAX, MIS THYMECTOMY"
tosp_sc712t,"THORAX, THORACOSCOPY FOR PLEURODESIS",35,"SC712T THORAX, THORACOSCOPY FOR PLEURODESIS"
tosp_sc713t,"THORAX, TRAUMA RELOOK THORACOTOMY (INCLUDES HAEMOSTASIS, REMOVAL OF PACKS)",35,"SC713T THORAX, TRAUMA RELOOK THORACOTOMY (INCLUDES HAEMOSTASIS, REMOVAL OF PACKS)"
tosp_sc714t,"THORAX, THORACOSCOPY, WITH/WITHOUT DIVISION OF PLEURAL ADHESIONS",35,"SC714T THORAX, THORACOSCOPY, WITH/WITHOUT DIVISION OF PLEURAL ADHESIONS"
tosp_sc715t,"THORAX, EFFUSION/FLUID/ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS DRAINAGE CATHETER INSERTION",35,"SC715T THORAX, EFFUSION/FLUID/ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS DRAINAGE CATHETER INSERTION"
tosp_sc716t,"THORAX, PLEURAL EFFUSION, ASPIRATION",35,"SC716T THORAX, PLEURAL EFFUSION, ASPIRATION"
tosp_sc717t,"THORAX, TUMOR (MEDIASTINAL), COMPLEX RESECTION",35,"SC717T THORAX, TUMOR (MEDIASTINAL), COMPLEX RESECTION"
tosp_sc718t,"THORAX, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY",35,"SC718T THORAX, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY"
tosp_sc719t,"TRACHEA, ENDOTRACHEAL INTUBATION",35,"SC719T TRACHEA, ENDOTRACHEAL INTUBATION"
tosp_sc720t,"TRACHEA, ENDOTRACHEAL INTUBATION RAPID SEQUENCE INDUCTION",35,"SC720T TRACHEA, ENDOTRACHEAL INTUBATION RAPID SEQUENCE INDUCTION"
tosp_sc721t,"TRACHEA, TRACHEOSTOMY, REPLACEMENT",35,"SC721T TRACHEA, TRACHEOSTOMY, REPLACEMENT"
tosp_sc722t,"TRACHEA, TRACHEOSTOMY, REVISION AND REINSERTION",35,"SC722T TRACHEA, TRACHEOSTOMY, REVISION AND REINSERTION"
tosp_sc723t,"TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED BALLOON DILATATION",35,"SC723T TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED BALLOON DILATATION"
tosp_sc724t,"TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED STENT PLACEMENT",35,"SC724T TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED STENT PLACEMENT"
tosp_sc726l,"LUNG, VARIOUS LESIONS, LUNG RESECTION WITH MEDIASTINAL RESECTION, ANY APPROACH",34,"SC726L LUNG, VARIOUS LESIONS, LUNG RESECTION WITH MEDIASTINAL RESECTION, ANY APPROACH"
tosp_sc800b,"BRONCHUS, FOREIGN BODY, REMOVAL VIA BRONCHOTOMY",34,"SC800B BRONCHUS, FOREIGN BODY, REMOVAL VIA BRONCHOTOMY"
tosp_sc800d,"DIAPHRAGM, TUMOR, EXCISION",34,"SC800D DIAPHRAGM, TUMOR, EXCISION"
tosp_sc800m,"MOUTH, VARIOUS LESIONS, LASER APPLICATION",34,"SC800M MOUTH, VARIOUS LESIONS, LASER APPLICATION"
tosp_sc800t,"THORAX, EMPYEMA, RESECTION OF RIB AND OPEN DRAINAGE",35,"SC800T THORAX, EMPYEMA, RESECTION OF RIB AND OPEN DRAINAGE"
tosp_sc801b,"BRONCHUS, VARIOUS LESIONS, BRONCHOPLASTIC PROCEDURE",34,"SC801B BRONCHUS, VARIOUS LESIONS, BRONCHOPLASTIC PROCEDURE"
tosp_sc801d,"DIAPHRAGM, TUMOR, EXCISION WITH WEDGE RESECTION OF LUNG",34,"SC801D DIAPHRAGM, TUMOR, EXCISION WITH WEDGE RESECTION OF LUNG"
tosp_sc801l,"LUNG, VARIOUS LESIONS, REPEAT/MULTIPLE/COMPLEX RESECTIONS",34,"SC801L LUNG, VARIOUS LESIONS, REPEAT/MULTIPLE/COMPLEX RESECTIONS"
tosp_sc801t,"THORAX, MEDIASTINAL LESIONS, CERVICAL EXPLORATION WITH/WITHOUT BIOPSY",35,"SC801T THORAX, MEDIASTINAL LESIONS, CERVICAL EXPLORATION WITH/WITHOUT BIOPSY"
tosp_sc802b,"BRONCHUS/TRACHEA, VARIOUS LESIONS, LASER APPLICATION",34,"SC802B BRONCHUS/TRACHEA, VARIOUS LESIONS, LASER APPLICATION"
tosp_sc802d,"DIAPHRAGM, VARIOUS LESIONS, PLICATION",34,"SC802D DIAPHRAGM, VARIOUS LESIONS, PLICATION"
tosp_sc802l,"LUNG, VARIOUS LESIONS, WEDGE RESECTION",34,"SC802L LUNG, VARIOUS LESIONS, WEDGE RESECTION"
tosp_sc802t,"THORAX, PECTUS EXCAVATUM/PECTUS CARINATUM, RADICAL CORRECTION",35,"SC802T THORAX, PECTUS EXCAVATUM/PECTUS CARINATUM, RADICAL CORRECTION"
tosp_sc803t,"THORAX, EFFUSION/FLUID/ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS ASPIRATION/DIAGNOSTIC TAP",35,"SC803T THORAX, EFFUSION/FLUID/ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS ASPIRATION/DIAGNOSTIC TAP"
tosp_sc804t,"THORAX, TUMOR (MEDIASTINAL), RESECTION",35,"SC804T THORAX, TUMOR (MEDIASTINAL), RESECTION"
tosp_sc805t,"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MAJOR RECONSTRUCTION",35,"SC805T THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MAJOR RECONSTRUCTION"
tosp_sc806t,"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MINOR RECONSTRUCTION",36,"SC806T THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MINOR RECONSTRUCTION"
tosp_sc807t,"THORAX, VARIOUS LESIONS, INTERCOSTAL DRAIN (INSERTION WITHOUT RESECTION OF RIB)",36,"SC807T THORAX, VARIOUS LESIONS, INTERCOSTAL DRAIN (INSERTION WITHOUT RESECTION OF RIB)"
tosp_sc808t,"THORAX, VARIOUS LESIONS, INTRATHORACIC OPERATION ON LUNGS/BRONCHIAL TREE/MEDIASTINUM",36,"SC808T THORAX, VARIOUS LESIONS, INTRATHORACIC OPERATION ON LUNGS/BRONCHIAL TREE/MEDIASTINUM"
tosp_sc809t,"THORAX, VARIOUS LESIONS, THORACOPLASTY (COMPLETE)",36,"SC809T THORAX, VARIOUS LESIONS, THORACOPLASTY (COMPLETE)"
tosp_sc810t,"THORAX, VARIOUS LESIONS, THORACOPLASTY (IN STAGES) - EACH STAGE",36,"SC810T THORAX, VARIOUS LESIONS, THORACOPLASTY (IN STAGES) - EACH STAGE"
tosp_sc811t,"THORAX, VARIOUS LESIONS, THORACOTOMY (EXPLORATION) WITH/WITHOUT BIOPSY",36,"SC811T THORAX, VARIOUS LESIONS, THORACOTOMY (EXPLORATION) WITH/WITHOUT BIOPSY"
tosp_sc812t,"THORAX, VARIOUS LESIONS, THORACOTOMY FOR PLEURECTOMY/PLEURODESIS/ ENUCLEATION HYDATID CYSTS",36,"SC812T THORAX, VARIOUS LESIONS, THORACOTOMY FOR PLEURECTOMY/PLEURODESIS/ ENUCLEATION HYDATID CYSTS"
tosp_sc813t,"THORAX, VARIOUS LESIONS, THORACOTOMY WITH PULMONARY DECORTICATION, WITH OR WITHOUT THORACOPLASTY AND/OR MYOPLASTY",36,"SC813T THORAX, VARIOUS LESIONS, THORACOTOMY WITH PULMONARY DECORTICATION, WITH OR WITHOUT THORACOPLASTY AND/OR MYOPLASTY"
tosp_sc814t,"TRACHEA, FOREIGN BODY, REMOVAL",36,"SC814T TRACHEA, FOREIGN BODY, REMOVAL"
tosp_sc815t,"TRACHEA, TRACHEO-ESOPHAGEAL FISTULA, LIGATION AND DIVISION",36,"SC815T TRACHEA, TRACHEO-ESOPHAGEAL FISTULA, LIGATION AND DIVISION"
tosp_sc816t,"TRACHEA, VARIOUS LESIONS, TRACHEA RECONSTRUCTION",36,"SC816T TRACHEA, VARIOUS LESIONS, TRACHEA RECONSTRUCTION"
tosp_sc817t,"TRACHEA, VARIOUS LESIONS, WITH/WITHOUT IMAGE GUIDED (E.G. BRONCHOSCOPY), CREATION OF TRACHEOSTOMY",36,"SC817T TRACHEA, VARIOUS LESIONS, WITH/WITHOUT IMAGE GUIDED (E.G. BRONCHOSCOPY), CREATION OF TRACHEOSTOMY"
tosp_sc818b,"BRONCHUS, VARIOUS LESIONS, BRONCHIAL THERMOPLASTY/BRONCHUS RADIOFREQUENCY ABLATION",34,"SC818B BRONCHUS, VARIOUS LESIONS, BRONCHIAL THERMOPLASTY/BRONCHUS RADIOFREQUENCY ABLATION"
tosp_sc818t,"TRACHEA, VARIOUS LESIONS, TRACHEA RECONSTRUCTION WITH CARDIOPULMONARY BYPASS",36,"SC818T TRACHEA, VARIOUS LESIONS, TRACHEA RECONSTRUCTION WITH CARDIOPULMONARY BYPASS"
tosp_sc819t,"TRACHEA, VARIOUS LESIONS, TRACHEA AND BRONCHUS RECONSTRUCTION WITH CARDIOPULMONARY BYPASS",36,"SC819T TRACHEA, VARIOUS LESIONS, TRACHEA AND BRONCHUS RECONSTRUCTION WITH CARDIOPULMONARY BYPASS"
tosp_sc820t,"THORAX, VARIOUS LESIONS, CHEST TOILET/ IRRIGATION/ DELAYED CLOSURE",36,"SC820T THORAX, VARIOUS LESIONS, CHEST TOILET/ IRRIGATION/ DELAYED CLOSURE"
tosp_sd700a,"AORTA, ANEURYSM, JUXTARENAL TYPE",37,"SD700A AORTA, ANEURYSM, JUXTARENAL TYPE"
tosp_sd700b,"BLOOD VESSELS, DEFECT, MAJOR GRAFTS (MULTIPLE)",39,"SD700B BLOOD VESSELS, DEFECT, MAJOR GRAFTS (MULTIPLE)"
tosp_sd700s,"SURFACE LESIONS, ANGIOSARCOMA, WITH BIOPSY",42,"SD700S SURFACE LESIONS, ANGIOSARCOMA, WITH BIOPSY"
tosp_sd700v,"VEIN (SMALL), INJURY, REPAIR (SINGLE)",42,"SD700V VEIN (SMALL), INJURY, REPAIR (SINGLE)"
tosp_sd701a,"AORTA, RUPTURED AORTIC ANEURYSM (THORACIC OR ABDOMINAL), ENDO-VASCULAR AORTIC REPAIR (EVAR)",37,"SD701A AORTA, RUPTURED AORTIC ANEURYSM (THORACIC OR ABDOMINAL), ENDO-VASCULAR AORTIC REPAIR (EVAR)"
tosp_sd701b,"BLOOD VESSELS (LARGE), DISRUPTION/OBSTRUCTION, REPAIR WITH AUTOGENOUS VEIN GRAFTING",39,"SD701B BLOOD VESSELS (LARGE), DISRUPTION/OBSTRUCTION, REPAIR WITH AUTOGENOUS VEIN GRAFTING"
tosp_sd701v,"VEIN, PSEUDOANEURYSM, THROMBIN INJECTION",42,"SD701V VEIN, PSEUDOANEURYSM, THROMBIN INJECTION"
tosp_sd702a,"AORTIC DISSECTION, ENDOVASCULAR FENESTRATION",37,"SD702A AORTIC DISSECTION, ENDOVASCULAR FENESTRATION"
tosp_sd702b,"BLOOD VESSELS, UMBILICAL, VARIOUS LESIONS, CATHETERISATION/CANNULATION",39,"SD702B BLOOD VESSELS, UMBILICAL, VARIOUS LESIONS, CATHETERISATION/CANNULATION"
tosp_sd702h,"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFIBRILLATOR (AICD)/PACEMAKER LEAD EXTRACTION",39,"SD702H HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFIBRILLATOR (AICD)/PACEMAKER LEAD EXTRACTION"
tosp_sd702v,"VEIN, VARICOSITY, HIGH LIGATION AND COMPLETE STRIPPING/EXCISION OF LONG/LONG & SHORT SAPHENOUS VEIN (ENDOSCOPIC)",42,"SD702V VEIN, VARICOSITY, HIGH LIGATION AND COMPLETE STRIPPING/EXCISION OF LONG/LONG & SHORT SAPHENOUS VEIN (ENDOSCOPIC)"
tosp_sd703a,"AORTIC DISSECTION, ENDOVASCULAR STENT GRAFT REPAIR",37,"SD703A AORTIC DISSECTION, ENDOVASCULAR STENT GRAFT REPAIR"
tosp_sd703b,"BLOOD VESSELS, HICKMAN LINE INSERTION",39,"SD703B BLOOD VESSELS, HICKMAN LINE INSERTION"
tosp_sd703h,"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR DUAL CHAMBER (INCLUSIVE OF DEFIBRILLATION THRESHOLD TESTING (DFT))",39,"SD703H HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR DUAL CHAMBER (INCLUSIVE OF DEFIBRILLATION THRESHOLD TESTING (DFT))"
tosp_sd703v,"VEIN, VARICOSITY, SUB-FASCIAL LIGATION OF SINGLE DEEP PERFORATOR (ENDOSCOPIC)",42,"SD703V VEIN, VARICOSITY, SUB-FASCIAL LIGATION OF SINGLE DEEP PERFORATOR (ENDOSCOPIC)"
tosp_sd704a,ARRHYTHMIA SURGERY MAZE (INCLUDES THE MINI- MAZE PROCEDURE WITH RADIOFREQUENCY CLAM),37,SD704A ARRHYTHMIA SURGERY MAZE (INCLUDES THE MINI- MAZE PROCEDURE WITH RADIOFREQUENCY CLAM)
tosp_sd704v,"VEIN, CENTRAL VEINS (SUPERIOR VENA CAVA, BRACHIOCEPHALIC VEINS, INFERIOR VENA CAVA, ILIAC VEINS) VARIOUS LESIONS, DIAGNOSTIC VENOGRAPHY",42,"SD704V VEIN, CENTRAL VEINS (SUPERIOR VENA CAVA, BRACHIOCEPHALIC VEINS, INFERIOR VENA CAVA, ILIAC VEINS) VARIOUS LESIONS, DIAGNOSTIC VENOGRAPHY"
tosp_sd705a,"ARTERIOVENOUS FISTULA GRAFT, THROMBECTOMY",37,"SD705A ARTERIOVENOUS FISTULA GRAFT, THROMBECTOMY"
tosp_sd705h,"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR SINGLE CHAMBER (INCLUSIVE OF DFT)",39,"SD705H HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR SINGLE CHAMBER (INCLUSIVE OF DFT)"
tosp_sd705v,"VEIN, HEPATIC, PORTAL HYPERTENSION, DIAGNOSTIC HEPATIC VENOGRAPHY WITH OR WITHOUT PRESSURE MEASUREMENTS",42,"SD705V VEIN, HEPATIC, PORTAL HYPERTENSION, DIAGNOSTIC HEPATIC VENOGRAPHY WITH OR WITHOUT PRESSURE MEASUREMENTS"
tosp_sd706a,"ARTERIOVENOUS FISTULA, ANGIOGRAM",37,"SD706A ARTERIOVENOUS FISTULA, ANGIOGRAM"
tosp_sd706b,"BLOOD VESSELS, SUBCUTANEOUS IMPLANTED VASCULAR PORT, INSERTION",39,"SD706B BLOOD VESSELS, SUBCUTANEOUS IMPLANTED VASCULAR PORT, INSERTION"
tosp_sd706h,"HEART, BIVENT AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR (INCLUSIVE OF DFT)",39,"SD706H HEART, BIVENT AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR (INCLUSIVE OF DFT)"
tosp_sd706v,"VEIN, PERIPHERAL VEINS (UPPER/LOWER LIMBS/DIALYSIS ARTERIOVENUS FISTULA/ARTERIOVENUS GRAFT FISTULA), VARIOUS",42,"SD706V VEIN, PERIPHERAL VEINS (UPPER/LOWER LIMBS/DIALYSIS ARTERIOVENUS FISTULA/ARTERIOVENUS GRAFT FISTULA), VARIOUS"
tosp_sd707a,"ARTERIOVENOUS FISTULA, ANGIOPLASTY WITH/WITHOUT STENTING",37,"SD707A ARTERIOVENOUS FISTULA, ANGIOPLASTY WITH/WITHOUT STENTING"
tosp_sd707b,"BLOOD VESSELS, SUBCUTANEOUS IMPLANTED VASCULAR PORT, REMOVAL",39,"SD707B BLOOD VESSELS, SUBCUTANEOUS IMPLANTED VASCULAR PORT, REMOVAL"
tosp_sd707v,"VEIN, (SPIDER VEINS), INJECTION <3 HAND-SIZE AREA LESIONS, DIAGNOSTIC VENOGRAPHY",42,"SD707V VEIN, (SPIDER VEINS), INJECTION <3 HAND-SIZE AREA LESIONS, DIAGNOSTIC VENOGRAPHY"
tosp_sd708a,"ARTERIOVENOUS FISTULA, LIGATION OF SIDE BRANCH",37,"SD708A ARTERIOVENOUS FISTULA, LIGATION OF SIDE BRANCH"
tosp_sd708b,"BLOOD VESSELS, PULMONARY EMBOLECTOMY",39,"SD708B BLOOD VESSELS, PULMONARY EMBOLECTOMY"
tosp_sd708v,"VEIN, CATHETER BLOCKAGE, FIBRINSHEATH STRIPPING OR DISRUPTION",43,"SD708V VEIN, CATHETER BLOCKAGE, FIBRINSHEATH STRIPPING OR DISRUPTION"
tosp_sd709a,"ARTERIOVENOUS FISTULA, SYNTHETIC GRAFT",37,"SD709A ARTERIOVENOUS FISTULA, SYNTHETIC GRAFT"
tosp_sd709b,"BLOOD VESSELS, RENAL ANGIOGRAPHY",39,"SD709B BLOOD VESSELS, RENAL ANGIOGRAPHY"
tosp_sd709h,"HEART, CAROTID ANGIOPLASTY AND STENTING (WITH EMBOLIC PROTECTION)",40,"SD709H HEART, CAROTID ANGIOPLASTY AND STENTING (WITH EMBOLIC PROTECTION)"
tosp_sd709v,"VEIN, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE/CATHETER ADJUSTMENT",43,"SD709V VEIN, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE/CATHETER ADJUSTMENT"
tosp_sd710a,"ARTERY,LARGE, INJURY, REPAIR WITH GRAFTING",37,"SD710A ARTERY,LARGE, INJURY, REPAIR WITH GRAFTING"
tosp_sd710h,"HEART, DEFIBRILLATION",40,"SD710H HEART, DEFIBRILLATION"
tosp_sd710v,"VEIN, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), DIFFICULT",43,"SD710V VEIN, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), DIFFICULT"
tosp_sd711a,"ARTERY,SMALL, INJURY, REPAIR (MULTIPLE)",37,"SD711A ARTERY,SMALL, INJURY, REPAIR (MULTIPLE)"
tosp_sd711b,"BLOOD VESSELS, SAPHENOUS VEIN, HARVEST, MINIMALLY INVASIVE ENDOSCOPIC",39,"SD711B BLOOD VESSELS, SAPHENOUS VEIN, HARVEST, MINIMALLY INVASIVE ENDOSCOPIC"
tosp_sd711h,"HEART, EXTERNAL CARDIAC PACING HEART, COMPLEX (E.G. LEFT MAIN, CTO INTERVENTION",40,"SD711H HEART, EXTERNAL CARDIAC PACING HEART, COMPLEX (E.G. LEFT MAIN, CTO INTERVENTION"
tosp_sd711v,"VEIN, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), SIMPLE",43,"SD711V VEIN, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), SIMPLE"
tosp_sd712a,"ARTERY, SMALL, INJURY, REPAIR (SINGLE)",37,"SD712A ARTERY, SMALL, INJURY, REPAIR (SINGLE)"
tosp_sd712h,"COMPLEX BIFURCATION/TRIFURCATION, IABP) SINGLE VESSEL PERCUTANEOUS CORONARY INTERVENTION (PCI), WITH/WITHOUT CORONARY ANGIOGRAPHY, WITH/WITHOUT PHYSIOLOGICAL AND/OR IMAGING STUDIES",40,"SD712H COMPLEX BIFURCATION/TRIFURCATION, IABP) SINGLE VESSEL PERCUTANEOUS CORONARY INTERVENTION (PCI), WITH/WITHOUT CORONARY ANGIOGRAPHY, WITH/WITHOUT PHYSIOLOGICAL AND/OR IMAGING STUDIES"
